Timestamp,date prepared,service request date,Received Via,Agent / Client,Billing Party,Vessel/ Voyage ,Vessel Type,ETA /POB,Port,Terminal,Service Type,Service Provider,#Tugs Required,Date Approved,Approving Personnel, , ,Email Address,STATUS,COS,Remarks,COS#,vessel#,vessel name,port#,port name,terminal #,terminal name,,,,
10/31/2024,10/31/2024,10/31/2024,Viber,INSULAR OIL CORPORATION,,AVA V338,Local,11/23/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,203,,,,,,,,,,,,
10/31/2024,10/31/2024,10/31/2024,Viber,INSULAR OIL CORPORATION,,AVA V338,Local,11/23/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,204,,,,,,,,,,,,
10/31/2024,10/31/2024,10/31/2024,Call,"SEADOVE MARITIME SERVICES, INC",,HONG TAI V2438,Foreign,11/5/2024,CEBU,NAGA,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,205,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 2 V880,Local,11/9/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,206,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V291,Local,11/12/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,207,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 3 V879,Local,11/1/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,Other tug provider,1/1/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,208,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 1 V880,Local,11/7/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,Other tug provider,1/1/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,209,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MALINGAP V362,Local,11/1/2024,BATANGAS,SRDC BATANGAS,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,210,,,,,,,,,,,,
11/1/2024,11/1/2024,11/1/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,THAI BINH 68,Foreign,11/1/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/1/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,211,,,,,,,,,,,,
11/4/2024,11/4/2024,11/4/2024,Call,"PACIFICROSE SHIPPING SERVICES, INC.",,MURE MURE,Foreign,11/5/2024,JIMENEZ,TMOMI,Docking / Undocking,Other tug provider,1/1/1900,11/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,212,,,,,,,,,,,,
11/4/2024,11/4/2024,11/4/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC.",,DOLPHIN 18,Foreign,11/8/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,213,,,,,,,,,,,,
11/4/2024,11/4/2024,11/4/2024,Viber,MAR-SHIPS AGENCY INC,,THERESA TIGA,Foreign,11/8/2024,DAVAO,INDOM,Docking / Undocking,MMSI,1/3/1900,11/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,214,,,,,,,,,,,,
11/4/2024,11/4/2024,11/4/2024,Viber,"WILHELMSEN-SMITH BELL SHIPPING, INC.",,SEA HAWK,Foreign,11/8/2024,DAVAO ,HOLCIM,Docking / Undocking,MMSI,1/2/1900,11/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,215,,,,,,,,,,,,
11/5/2024,11/5/2024,11/5/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V292,Local,11/17/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/5/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,216,,,,,,,,,,,,
11/5/2024,11/5/2024,11/5/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 3 V881,Local,11/17/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,MMSI T20,1/1/1900,11/5/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,217,,,,,,,,,,,,
11/5/2024,11/5/2024,11/5/2024,Email,FOUR DRAGONS SHIPPING SERVICES,,TORM ASTRID,Foreign,11/11/2024,SARIAYA,AHI,Docking / Undocking,Other tug provider,1/2/1900,11/5/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,218,,,,,,,,,,,,
11/6/2024,11/6/2024,11/6/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V291,Local,11/9/2024,BATANGAS,SRDC BATANGAS,Docking / Undocking,MMSI,1/2/1900,11/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,219,,,,,,,,,,,,
11/6/2024,11/6/2024,11/6/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE,Local,11/7/2024,CEBU,PITALO,Docking / Undocking,MMSI,1/2/1900,11/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,220,,,,,,,,,,,,
11/6/2024,11/6/2024,11/6/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE,Local,11/7/2024,CEBU,PITALO,Tending,MMSI,1/1/1900,11/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,221,,,,,,,,,,,,
11/6/2024,11/6/2024,11/6/2024,Call,NARRA TANKER CORP,,NTC FALCON,Local,11/8/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,11/7/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,222,,,,,,,,,,,,
11/7/2024,11/7/2024,11/7/2024,SMS,NARRA TANKER CORP,,NTC HERON,Local,11/11/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,11/7/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,223,,,,,,,,,,,,
11/7/2024,11/7/2024,11/7/2024,Viber,INSULAR OIL CORPORATION,,BULUSAN,Local,11/7/2024,CEBU,PITALO,Docking / Undocking,MMSI,1/2/1900,11/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,224,,,,,,,,,,,,
11/7/2024,11/7/2024,11/7/2024,Viber,INSULAR OIL CORPORATION,,BULUSAN,Local,11/7/2024,CEBU,PITALO,Tending,MMSI,1/1/1900,11/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,225,,,,,,,,,,,,
11/8/2024,11/8/2024,11/8/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,PRINCE GOLD,Foreign,11/14/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/9/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,226,,,,,,,,,,,,
11/9/2024,11/9/2024,11/9/2024,Viber,INSULAR OIL CORPORATION,,ESPADA,Local,11/9/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/9/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,227,,,,,,,,,,,,
11/9/2024,11/9/2024,11/9/2024,Viber,INSULAR OIL CORPORATION,,ESPADA,Local,11/9/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/9/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,228,,,,,,,,,,,,
11/9/2024,11/9/2024,11/9/2024,Email,"GAC PHILIPPINES, INC.",,MORNING SPARROW,Foreign,11/17/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/9/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,229,,,,,,,,,,,,
11/9/2024,11/9/2024,11/9/2024,Email,"GAC PHILIPPINES, INC.",,MORNING SPARROW,Foreign,11/17/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/9/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,230,"For billing purposes, Pls check if IOC or direct GAC billing. Receiver of cargo is Chevron??",,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,ESPADA,Local,11/11/2024,DAVAO,PHOENIX,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,231,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,AVA V339,Local,11/29/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,232,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,AVA V339,Local,11/29/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,233,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,AVA V339,Local,11/29/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,234,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,ESPADA V104,Local,11/12/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,235,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,ESPADA V104,Local,11/12/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,236,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE V242,Local,11/14/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,237,,,,,,,,,,,,
11/11/2024,11/11/2024,11/11/2024,Viber,"SEADOVE MARITIME SERVICES, INC",,GAS MARELLA V1824,Foreign,11/12/2024,CEBU,NAGA,Docking / Undocking,MMSI,1/2/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,238,,,,,,,,,,,,
11/12/2024,11/12/2024,11/12/2024,Email,WINDBAY SHIPPING AND LOGISTICS INC,,GHARAPURI ISLAND,Foreign,11/17/2024,DAVAO,LEGASPI OIL,Docking / Undocking,MMSI,1/3/1900,11/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,239,,,,,,,,,,,,
11/13/2024,11/13/2024,11/13/2024,Viber,  SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 2 V881,Local,11/16/2024,CEBU,SRDC LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/13/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,240,,,,,,,,,,,,
11/13/2024,11/13/2024,11/13/2024,Viber,  SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V293,Local,11/24/2024,CEBU,SRDC LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/13/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,241,,,,,,,,,,,,
11/13/2024,11/13/2024,11/13/2024,Viber,  SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO 3 V882,Local,11/24/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,MMSI T20,1/1/1900,11/13/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,242,,,,,,,,,,,,
11/14/2024,11/14/2024,11/14/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,STAR 16,Foreign,11/20/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/15/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,243,,,,,,,,,,,,
11/16/2024,11/16/2024,11/16/2024,Call,"PACIFICROSE SHIPPING SERVICES, INC.",,JIN FU XING,Foreign,11/17/2024,JIMENEZ,TMOMI,Docking / Undocking,MMSI T20,1/1/1900,11/16/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,244,,,,,,,,,,,,
11/18/2024,11/18/2024,11/18/2024,Email,"GAC PHILIPPINES, INC.",,PHILOXENIA,Foreign,11/24/2024,CDO,PDOC,Docking / Undocking,Other tug provider,1/3/1900,11/18/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,245,,,,,,,,,,,,
11/18/2024,11/18/2024,11/18/2024,Email,"GAC PHILIPPINES, INC.",,PHILOXENIA,Foreign,11/26/2024,LEYTE,VISPET,Docking / Undocking,Other tug provider,1/3/1900,11/18/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,246,,,,,,,,,,,,
11/18/2024,11/18/2024,11/18/2024,Email,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE,Local,11/19/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/18/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,247,,,,,,,,,,,,
11/18/2024,11/18/2024,11/18/2024,Email,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE,Local,11/19/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/18/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,248,,,,,,,,,,,,
11/19/2024,11/19/2024,11/19/2024,Viber,INSULAR OIL CORPORATION,,CASANDRA,Local,11/20/2024,LEYTE,VISPET,Docking / Undocking,Other tug provider,1/1/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,249,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,INSULAR OIL CORPORATION,,AVA V340,Local,12/3/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,250,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,INSULAR OIL CORPORATION,,AVA V340,Local,12/3/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,251,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,INSULAR OIL CORPORATION,,AVA V340,Local,12/3/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,252,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,  SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V293,Local,11/30/2024,DAVAO,SRDC SASA,Docking / Undocking,MMSI,1/2/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,253,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,  SITE RESOURCES DEVELOPMENT CORPORATION,,PANGLAO V883,Local,12/2/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,MMSI/T20,1/1/1900,11/20/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,254,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,FOUR DRAGONS SHIPPING SERVICES,,STOLT ALM,Foreign,12/4/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/3/1900,11/21/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,255,,,,,,,,,,,,
11/20/2024,11/20/2024,11/20/2024,Email,FOUR DRAGONS SHIPPING SERVICES,,STOLT ALM,Foreign,12/4/2024,DAVAO,IOC,Tending,MMSI,1/2/1900,11/21/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,256,,,,,,,,,,,,
11/21/2024,11/21/2024,11/21/2024,Email,"GAC PHILIPPINES, INC.",,SUPER HERO,Foreign,11/28/2024,LEYTE,VISPET,Docking / Undocking,Other tug provider,1/2/1900,11/23/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,257,Disport Agent -Benline,,,,,,,,,,,
11/22/2024,11/22/2024,11/22/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,HOA BINH 45,Foreign,11/23/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/23/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,258,,,,,,,,,,,,
11/22/2024,11/22/2024,11/22/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,SUNRISE 69,Foreign,11/23/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,11/23/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,259,,,,,,,,,,,,
11/22/2024,11/22/2024,11/22/2024,SMS,NARRA TANKER CORP,,NTC HARIBON,Local,11/24/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,11/23/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,260,,,,,,,,,,,,
11/27/2024,11/27/2024,11/27/2024,Email,WINDBAY SHIPPING AND LOGISTICS INC,,SUPER HERO,Foreign,11/30/2024,CDO,PDOC,Docking / Undocking,Other tug provider,1/3/1900,11/27/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,261,,,,,,,,,,,,
11/27/2024,11/27/2024,11/27/2024,Viber,PHIL-CEB MARINE SERVICES INC.,,THAI BINH 02,Foreign,12/1/2024,DAVAO,SASA,Docking / Undocking,MMSI,1/2/1900,11/27/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,262,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Viber,PHIL-CEB MARINE SERVICES INC.,,LUGANO STAR,Foreign,12/3/2024,DAVAO,TSI,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,263,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V341,Local,12/4/2024,DAVO,CPI,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,264,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V341,Local,12/4/2024,DAVO,IOC,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,265,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V341,Local,12/4/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,266,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V342,Local,12/7/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,267,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V342,Local,12/7/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,268,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V342,Local,12/7/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,269,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V343,Local,12/11/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,270,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V343,Local,12/11/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,271,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,INSULAR OIL CORPORATION,,AVA V343,Local,12/11/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,272,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,SITE RESOURCES DEVELOPMENT CORPORATION,,MARINGAL V293,Local,12/1/2024,DAVAO,SRDC SASA,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,273,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGALAO V883,Local,12/3/2024,CEBU,SRDC LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,274,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,SITE RESOURCES DEVELOPMENT CORPORATION,,PANGALAO V884,Local,12/7/2024,CEBU,SRDC LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,275,,,,,,,,,,,,
11/28/2024,11/28/2024,11/28/2024,Email,SITE RESOURCES DEVELOPMENT CORPORATION,,MALINGAP V336,Local,12/12/2024,CEBU,SRDC LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,276,,,,,,,,,,,,
11/29/2024,11/29/2024,11/29/2024,Email,"WILHELMSEN-SMITH BELL SHIPPING, INC.",,MP MR TANKER 3,Foreign,12/3/2024,SUBIC,PPC,Docking / Undocking,Other tug provider,1/3/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,277,,,,,,,,,,,,
11/29/2024,11/29/2024,11/29/2024,Email,"SEADOVE MARITIME SERVICES, INC",,MP MR TANKER 3,Foreign,12/4/2024,SARIAYA,AHI,Docking / Undocking,Other tug provider,1/2/1900,11/29/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,278,,,,,,,,,,,,
12/1/2024,12/1/2024,12/1/2024,Call,NARRA TANKER CORP,,NTC FALCON,Local,12/2/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,12/1/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,279,,,,,,,,,,,,
12/2/2024,12/2/2024,12/2/2024,Viber,PHIL-CEB MARINE SERVICES INC.,,GENERAL NATIVIDAD,Local,12/5/2024,DAVAO,SASA,Docking / Undocking,MMSI,1/2/1900,12/3/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,280,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V344,Local,12/16/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,281,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V344,Local,12/16/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,282,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V344,Local,12/16/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,283,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V345,Local,12/4/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,284,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V345,Local,12/19/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,285,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V345,Local,12/19/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,286,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V346,Local,12/23/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,287,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V346,Local,12/23/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,288,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V346,Local,12/23/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,289,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V347,Local,12/27/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,290,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V347,Local,12/27/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,291,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V347,Local,12/27/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,292,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V348,Local,12/30/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,293,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V348,Local,12/30/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,294,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,AVA V348,Local,12/30/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,295,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE V244,Local,12/6/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,12/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,296,,,,,,,,,,,,
12/4/2024,12/4/2024,12/4/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE V244,Local,12/6/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,12/5/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,297,,,,,,,,,,,,
