Timestamp,Email Address,Full Name,Position,Dispatch/Mooring Ticket #,Choose COS/Vessel details,Date Today,Terminal,Vessel,Voyage #,Date of Start of Activity/Service,Time of Start of Activity/Service,Date of End of Activity/Service,Time of End of Activity/Service,Tugboat/Service Provider,Master/Officer on Duty,Type of Activity,Remarks,Column 18,Terminal,Vessel,Voyage #,Column 22,Voyage #,Column 20,Column 20,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 33,Column 34,Column 35,per type,Client,Column 38
3/21/2026 10:23:05,mmsi-ops@malayanmaritime.com,JO,OM,,,26855,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605],3/19/2026,16:00,3/19/2026,18:10,FORTIS I_[113],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605]UNDOCKING_[002],_UNDOCKING_[002],1,,3/19/2026,3/19/2026,Foreign,0.090277778,,0,WINDBAY SHIPPING AND LOGISTICS INC._[0052],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605]UNDOCKING_[002]
3/21/2026 10:24:08,mmsi-ops@malayanmaritime.com,JO,OM,,,26856,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605],3/19/2026,16:00,3/19/2026,18:10,FORTIS III_[118],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605]UNDOCKING_[002],_UNDOCKING_[002],1,,3/19/2026,3/19/2026,Foreign,0.090277778,,0,WINDBAY SHIPPING AND LOGISTICS INC._[0052],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MT QIAN CHI_[0769]_V[2605]UNDOCKING_[002]
3/21/2026 10:25:16,mmsi-ops@malayanmaritime.com,JO,OM,,,35800,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237],3/20/2026,03:55,3/20/2026,05:08,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/20/2026,Local,0.050694444,,0,PETROTRADE PHILIPPINES INC_[0059],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]DOCKING_[001]
3/21/2026 10:26:18,mmsi-ops@malayanmaritime.com,JO,OM,,,35220,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237],3/20/2026,03:50,3/20/2026,05:40,PALDO_[101],"REYES, RHODELMAR_[2581]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/20/2026,Local,0.076388889,,0,PETROTRADE PHILIPPINES INC_[0059],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]DOCKING_[001]
3/21/2026 10:28:29,mmsi-ops@malayanmaritime.com,JO,OM,,,35221,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365],3/20/2026,08:15,3/20/2026,11:40,PALDO_[101],"REYES, RHODELMAR_[2581]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/20/2026,Local,0.142361111,,0,HERMA SHIPPING AND TRANSPORT CORPORATION_[0046],COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365]DOCKING_[001]
3/21/2026 10:31:34,mmsi-ops@malayanmaritime.com,JO,OM,,,35551,COS#_[000000]_BATANGAS_FGEN LNG TERMINAL_[001-008]_BEN LINE AGENCIES PHILS INC_[0051]_BW BATANGAS_[0340]_V[1],3/20/2026,06:40,3/20/2026,13:15,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,FERRY SERVICE_[003],,,,,,,,,COS#_[000000]_BATANGAS_FGEN LNG TERMINAL_[001-008]_BEN LINE AGENCIES PHILS INC_[0051]_BW BATANGAS_[0340]_V[1]FERRY SERVICE_[003],_FERRY SERVICE_[003],1,,3/20/2026,3/20/2026,Local,0.274305556,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_BATANGAS_FGEN LNG TERMINAL_[001-008]_BEN LINE AGENCIES PHILS INC_[0051]_BW BATANGAS_[0340]_V[1]FERRY SERVICE_[003]
3/21/2026 10:32:36,mmsi-ops@malayanmaritime.com,JO,OM,,,35222,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237],3/20/2026,15:15,3/20/2026,16:50,PALDO_[101],"REYES, RHODELMAR_[2581]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]UNDOCKING_[002],_UNDOCKING_[002],1,,3/20/2026,3/20/2026,Local,0.065972222,,0,PETROTRADE PHILIPPINES INC_[0059],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]UNDOCKING_[002]
3/21/2026 10:33:49,mmsi-ops@malayanmaritime.com,JO,OM,,,35554,COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954],3/20/2026,23:40,3/21/2026,00:48,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/21/2026,Local,0.047222222,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954]DOCKING_[001]
3/21/2026 10:34:45,mmsi-ops@malayanmaritime.com,JO,OM,,,35555,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365],3/21/2026,01:15,3/21/2026,03:05,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365]UNDOCKING_[002],_UNDOCKING_[002],1,,3/21/2026,3/21/2026,Local,0.076388889,,0,HERMA SHIPPING AND TRANSPORT CORPORATION_[0046],COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MATIPUNO_[0175]_V[365]UNDOCKING_[002]
3/21/2026 10:37:37,mmsi-ops@malayanmaritime.com,JO,OM,,,35679,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_ASTROX OIL CORPORATION_[0080]_MT JAN CARLO_[0785]_V[1],3/21/2026,06:30,3/21/2026,07:50,PANAY GULF_[056],JUNIE Z. ARNAIZ_[2063],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_ASTROX OIL CORPORATION_[0080]_MT JAN CARLO_[0785]_V[1]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Local,0.055555556,,0,ASTROX OIL CORPORATION_[0080],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_ASTROX OIL CORPORATION_[0080]_MT JAN CARLO_[0785]_V[1]DOCKING_[001]
3/21/2026 10:56:45,mmsi-ops@malayanmaritime.com,JO,OM,,,37231,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A],3/19/2026,13:00,3/19/2026,14:45,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A]DOCKING_[001],_DOCKING_[001],1,,3/19/2026,3/19/2026,Local,0.072916667,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A]DOCKING_[001]
3/21/2026 11:03:31,mmsi-ops@malayanmaritime.com,JO,OM,,,34415,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]",3/20/2026,04:30,3/20/2026,06:40,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]",_DOCKING_[001],1,,3/20/2026,3/20/2026,Foreign,0.090277778,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]"
3/21/2026 11:12:13,mmsi-ops@malayanmaritime.com,JO,OM,,,36447,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]",3/20/2026,04:20,3/20/2026,06:35,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]",_DOCKING_[001],1,,3/20/2026,3/20/2026,Foreign,0.09375,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]"
3/21/2026 11:13:57,mmsi-ops@malayanmaritime.com,JO,OM,,,37232,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A],3/19/2026,19:10,3/19/2026,21:10,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A]UNDOCKING_[002],_UNDOCKING_[002],1,,3/19/2026,3/19/2026,Local,0.083333333,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_LCT FUTURE 02_[0780]_V[162/163A]UNDOCKING_[002]
3/21/2026 11:15:36,mmsi-ops@malayanmaritime.com,JO,OM,,,36394,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]",3/20/2026,04:30,3/20/2026,06:30,ALLIE BRAVO_[125],"MARZONIA, JOVIC_[2596]",,,,DOCKING_[001],,,,,,,,,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]",_DOCKING_[001],1,,3/20/2026,3/20/2026,Foreign,0.083333333,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]DOCKING_[001]"
3/21/2026 11:17:02,mmsi-ops@malayanmaritime.com,JO,OM,,,34417,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177],3/20/2026,07:15,3/20/2026,07:50,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177]UNDOCKING_[002],_UNDOCKING_[002],1,,3/20/2026,3/20/2026,Local,0.024305556,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177]UNDOCKING_[002]
3/21/2026 11:18:16,mmsi-ops@malayanmaritime.com,JO,OM,,,36445,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177],3/20/2026,07:05,3/20/2026,08:00,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177]UNDOCKING_[002],_UNDOCKING_[002],1,,3/20/2026,3/20/2026,Local,0.038194444,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HARIBON_[0234]_V[177]UNDOCKING_[002]
3/21/2026 11:19:12,mmsi-ops@malayanmaritime.com,JO,OM,,,34418,COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113],3/20/2026,13:30,3/20/2026,15:00,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/20/2026,Foreign,0.0625,,0,WINDBAY SHIPPING AND LOGISTICS INC._[0052],COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113]DOCKING_[001]
3/21/2026 11:20:41,mmsi-ops@malayanmaritime.com,JO,OM,,,36449,COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113],3/20/2026,13:35,3/20/2026,14:55,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113]DOCKING_[001],_DOCKING_[001],1,,3/20/2026,3/20/2026,Foreign,0.055555556,,0,WINDBAY SHIPPING AND LOGISTICS INC._[0052],COS#_[000000]_DAVAO_LEGASPI OIL_[005-008]_WINDBAY SHIPPING AND LOGISTICS INC._[0052]_MV VINASHIP GOLD_[0751]_V[46113]DOCKING_[001]
3/21/2026 11:27:32,mmsi-ops@malayanmaritime.com,JO,OM,,,34420,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054],3/21/2026,06:20,3/21/2026,07:30,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Foreign,0.048611111,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054]DOCKING_[001]
3/21/2026 11:28:33,mmsi-ops@malayanmaritime.com,JO,OM,,,37351,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054],3/21/2026,06:25,3/21/2026,07:30,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Foreign,0.045138889,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV GREEN PACIFIC_[0783]_V[46054]DOCKING_[001]
3/21/2026 16:20:15,mmsi-ops@malayanmaritime.com,JO,OM,,,35552,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237],3/20/2026,15:15,3/20/2026,16:50,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]UNDOCKING_[002],_UNDOCKING_[002],1,,3/20/2026,3/20/2026,Local,0.065972222,,0,PETROTRADE PHILIPPINES INC_[0059],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROTRADE PHILIPPINES INC_[0059]_MT SASA_[0469]_V[237]UNDOCKING_[002]
3/23/2026 9:46:11,mmsi-ops@malayanmaritime.com,JO,OM,,,35553,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420],3/21/2026,20:10,3/21/2026,22:55,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Local,0.114583333,,0,HERMA SHIPPING AND TRANSPORT CORPORATION_[0046],COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420]DOCKING_[001]
3/23/2026 9:46:50,mmsi-ops@malayanmaritime.com,JO,OM,,,35557,COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954],3/22/2026,01:32,3/22/2026,02:02,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954]UNDOCKING_[002],_UNDOCKING_[002],1,,3/22/2026,3/22/2026,Local,0.020833333,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_BATANGAS_SRDC BATANGAS_[001-004]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT PANGLAO ISLAND_[0115]_V[954]UNDOCKING_[002]
3/23/2026 9:49:35,mmsi-ops@malayanmaritime.com,JO,OM,,,35558,"COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]",3/22/2026,10:22,3/22/2026,12:40,CHOKWANG_[049],JOE MARIE J. TICAR_[2054],,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]UNDOCKING_[002]",_UNDOCKING_[002],1,,3/22/2026,3/22/2026,Foreign,0.095833333,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]UNDOCKING_[002]"
3/23/2026 9:50:18,mmsi-ops@malayanmaritime.com,JO,OM,,,35226,"COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]",3/22/2026,10:15,3/22/2026,13:10,PALDO_[101],"REYES, RHODELMAR_[2581]",,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]UNDOCKING_[002]",_UNDOCKING_[002],1,,3/22/2026,3/22/2026,Foreign,0.121527778,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_BATANGAS_SEAOIL MABINI_[001-007]_MAR-SHIPS AGENCY, INC._[0043]_MT HUI HANG 11_[0605]_V[3605]UNDOCKING_[002]"
3/23/2026 9:50:58,mmsi-ops@malayanmaritime.com,JO,OM,,,35227,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420],3/21/2026,14:05,3/21/2026,16:00,PALDO_[101],"REYES, RHODELMAR_[2581]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420]UNDOCKING_[002],_UNDOCKING_[002],1,,3/21/2026,3/21/2026,Local,0.079861111,,0,HERMA SHIPPING AND TRANSPORT CORPORATION_[0046],COS#_[000000]_BATANGAS_PETRON MABINI_[001-003]_HERMA SHIPPING AND TRANSPORT CORPORATION_[0046]_MT MALINGAP_[0265]_V[420]UNDOCKING_[002]
3/23/2026 9:52:00,mmsi-ops@malayanmaritime.com,JO,OM,,,37353,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006],3/21/2026,17:00,3/21/2026,18:50,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Local,0.076388889,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006]DOCKING_[001]
3/23/2026 9:54:42,mmsi-ops@malayanmaritime.com,JO,OM,,,34422,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006],3/21/2026,17:05,3/21/2026,18:50,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006]DOCKING_[001],_DOCKING_[001],1,,3/21/2026,3/21/2026,Local,0.072916667,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26006/PON26006]DOCKING_[001]
3/23/2026 9:56:39,mmsi-ops@malayanmaritime.com,JO,OM,,,36396,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]",3/20/2026,06:30,3/21/2026,22:00,ALLIE BRAVO_[125],"MARZONIA, JOVIC_[2596]",,,,TENDING_[010],,,,,,,,,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]TENDING_[010]",_TENDING_[010],1,,3/20/2026,3/21/2026,Foreign,1.645833333,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]TENDING_[010]"
3/23/2026 9:57:30,mmsi-ops@malayanmaritime.com,JO,OM,,,36395,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]",3/21/2026,22:00,3/21/2026,23:10,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]UNDOCKING_[002]",_UNDOCKING_[002],1,,3/21/2026,3/21/2026,Foreign,0.048611111,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_DAVAO_SASA PORT_[005-011]_MAR-SHIPS AGENCY, INC._[0043]_MT RUI FU SHENG_[0759]_V[27]UNDOCKING_[002]"
